Mouse Necropsy information sheet,...2,...3,...4
Initials,DY,,
Today's Date,42773,,
Mouse ID,13612,,
Disposition,"domed head, limited activity",,
Sex,Male,,
Strain,All Alleles,,
BD,42739,,
Sac Date,42773,,
Age at Sac,34,,
RCAN injection?,Yes,,
Injection route,intracranial,,
Injection Date,42741,,
Virus 1,RCAN-TRE3-BRAF,,
Virus 2,Rcas-TetOff,,
Virus 3,Rcas-Cre,,
Virus 4,,,
Evidence of tumor?,,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,nestin-TVA; ink4a/arf f/f; pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"severe hydrocephalus, no cortical layers",,
,,,
