Mouse Necropsy information sheet,...2,...3,...4
Initials,BP,,
Today's Date,42772,,
Mouse ID,13331,,
Disposition,domed head,,
Sex,Male,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42718,,
Sac Date,42772,,
Age at Sac,54,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42720,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42768,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Enlarged Cortex,,
,,,
