Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43109,,
Mouse ID,17173,,
Disposition,Normal disposition; sac'd due to tumor size. T1-between scapulae.,,
Sex,Male,,
Strain,All Alleles,,
BD,43042,,
Sac Date,43109,,
Age at Sac,67,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43042,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43084,,
Dox Tx?,Yes,,
Duration of Dox Tx,25,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None noted,,
Additional comments,Normal disposition; sac'd due to tumor size. T1-between scapulae.,,
,Brain and skull were in tact.,,
,Other organs appeared normal,,
,3 cryos taken and 1 cell line attempted,,
