Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42986,,
Mouse ID,14547,,
Disposition,Labored breathing and lethargic disposition. No tumor present and leaning heavily to side,,
Sex,Female,,
Strain,Ink WT,,
BD,42806,,
Sac Date,42986,,
Age at Sac,180,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42807,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"Brain, heart, lungs, spleen, kidneys, liver.",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Some small nodules on lungs,,
,Brain appeared to have some blood in it and was enlarged,,
,Skull bulging upwards.,,
,No cryovials frozen or cell line attempted.,,
