Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43230,,
Mouse ID,17917,,
Disposition,Difficulty Breathing,,
Sex,Female,,
Strain,N-TVA; ATRX f/f; Ink4a f/f; Pten f/f,,
BD,43138,,
Sac Date,43230,,
Age at Sac,92,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43140,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43229,,
Dox Tx?,Vehicle,,
Duration of Dox Tx,Completed 21 day treatment,,
Genotype,N-TVA; ATRX f/f; Ink4a f/f; Pten f/f,,
Tissue collected,"brain, blood",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Brain appeared normal except for hard lump located at base of the brain.,,
,,,
