Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42945,,
Mouse ID,15576,,
Disposition,Normal disposition; sac'd due to tumor size; T1 between scapulae; T2 left later side of abdomen and nearly ulcerated,,
Sex,Male,,
Strain,All Alleles,,
BD,42886,,
Sac Date,42945,,
Age at Sac,61,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42887,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42933,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,Normal disposition; sac'd due to tumor size; T1 between scapulae; T2 left later side of abdomen and nearly ulcerated,,
,Brain and skull were in tact.,,
,All other organs appeared normal.,,
,"2 cryogenics T1, 1 cell line attempted; T2 1 cryo, 1 cell line attempted",,
