Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43283,,
Mouse ID,14272,,
Disposition,"Impaired mobility, walking in circles, labored breathing.",,
Sex,Female,,
Strain,N-TVA; pten flox/flox; Ink4a flox/flox,,
BD,42787,,
Sac Date,43283,,
Age at Sac,496,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42788,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42825,,
Dox Tx?,Yes,,
Duration of Dox Tx,302 days,,
Genotype,N-TVA; Tg/+; pten flox/flox; Ink4a flox/flox,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Mouse was ungroomed due to old age. Brain appeared normal apart from slight increase of vasculature on the ventral side.,,
,,,
