Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42867,,
Mouse ID,15003,,
Disposition,Paralyzed rear legs. Really lethargic and had ragged fur. No tumor present. Labored breathing.,,
Sex,Female,,
Strain,All alleles,,
BD,42842,,
Sac Date,42867,,
Age at Sac,25,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42841,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Had popcorn lung phenotype,,
,Blood in brain.,,
,No tumor present.,,
