Mouse Necropsy information sheet,...2,...3,...4
Initials,DY,,
Today's Date,42850,,
Mouse ID,14765,,
Disposition,"lethargic, hunched",,
Sex,F,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42818,,
Sac Date,42850,,
Age at Sac,32,,
RCAS injection?,Yes,,
Injection route,intracrainal,,
Injection Date,42819,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42846,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hydrocephalus,,
,,,
