Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42765,,
Mouse ID,13360,,
Disposition,Normal disposition; ulcerated tumor reason for sac; T1- L scapula/head,,
Sex,Female,,
Strain,All alleles,,
BD,42719,,
Sac Date,42765,,
Age at Sac,46,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42720,,
Virus 1,RCAS HA-Akt1 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition; ulcerated tumor reason for sac; T1- L scapula/head,,
,Skull was intact,,
,Organs appeared normal--lungs had nodules present,,
,2 cryogenics and 1 cell line attempted,,
