Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42726,,
Mouse ID,12880,,
Disposition,"Sac'd due to ear infection, likely caused by placement of primary tumor located on R ear.",,
Sex,Female,,
Strain,All alleles,,
BD,42688,,
Sac Date,42726,,
Age at Sac,38,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42689,,
Virus 1,RCAS HA-Akt3 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Sac'd due to ear infection, likely caused by primary tumor located on R ear.",,
,Skull was intact,,
,Several small nodules appear on lungs.,,
,All other organs appear normal.,,
,No cryogenics or cell lines attempted due to small size of tumor.,,
