Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42828,,
Mouse ID,14241,,
Disposition,Healthy in appearance and active in cage. Had ulcerating tumor by left ear. Another tumor was on the back of the skull-- both tumors being approximately pea sized.,,
Sex,Male,,
Strain,All alleles,,
BD,42784,,
Sac Date,42828,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42785,,
Virus 1,RCAS HA mYB1 S100D,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42821,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,One tumor was ulcerating and other appeared normal.,,
,"Skull felt slightly soft upon incision, but was intact.",,
,Extremely large nodule in thoracic cavity attached to lung along with some smaller nodules on lungs. Apparently didn't affect breathing too much as mouse appeared fine in cage.,,
