Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42954,,
Mouse ID,15660,,
Disposition,Sac'd due to ulcerated tumor. T1 - ulcerated on right side of rump; T2 behind left ear.,,
Sex,Male,,
Strain,All Alleles,,
BD,42891,,
Sac Date,42954,,
Age at Sac,63,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42893,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42941,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,1 very small,,
Additional comments,Normal disposition; sac'd due to ulcerated tumor. T1 - right elbow scapular regionon; T2- left lower back.,,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,T1 - 1 cryo and 1 cell line attempted; T2 - no cryo and 1 cell line,,
