Mouse Necropsy information sheet,...2,...3,...4
Initials,KB,,
Today's Date,42804,,
Mouse ID,13923-13,,
Disposition,Normal,,
Sex,M,,
Strain,N-TVA; pten f/f; Ink f/f,,
BD,42762,,
Sac Date,42804,,
Age at Sac,42,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42763,,
Virus 1,RCAS Cre,,
Virus 2,RCAS HBEGF,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42780,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Ntva +/+; Pten f/f,,
Tissue collected,brain,,
4% PFA transcardial perfusion,yes,,
Formalin fixed?,,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
