Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42514,,
Mouse ID,10225,,
Disposition,Found dead (recent- had been suffering respiratory distress prior to death); possible primary tumor on R-scapula,,
Sex,Female,,
Strain,All Alleles,,
BD,42484,,
Sac Date,42514,,
Age at Sac,30,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42485,,
Virus 1,HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Probably (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA NEGATIVE; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found dead (recent); possible primary tumor on R-scapula,,
,Skull intact,,
,Major lung metastatic burden,,
,"2 cel lines attempted from ""possible"" primary tumor",,
,Did not realize this mouse was TVA negative until later in the day (tissue for re-genotyping was not taken during necropsy),,
