Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42580,,
Mouse ID,10804,,
Disposition,T1--posterior to left ear (highly necrotic); T2--posterior to right ear; T3--posterior to T1,,
Sex,Female,,
Strain,All Alleles,,
BD,42533,,
Sac Date,42580,,
Age at Sac,47,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42534,,
Virus 1,HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, spleen, liver, kidneys, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1--posterior to left ear (highly necrotic); T2--posterior to right ear; T3--posterior to T1,,
,Skull intact,,
,Brain was mushy but intact,,
,All other organs appeared normal,,
,1 cryogenic attempted for tumor 1 (necrotic tissue); 3 cryogenics attempted for tumor 2; 2 cryogenics attempted for tumor 3; 1 cell line attempted per tumor,,
