Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43146,,
Mouse ID,16825,,
Disposition,Experimental Endpoint,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox,,
BD,42994,,
Sac Date,43146,,
Age at Sac,152,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,42996,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,RCAS(X),,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Treated?,No,,
Duration of Dox,NA,,
Genotype,Nestin-TVA; ATRX flox/flox,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Brain Appeared Normal,,
,,,
