Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42667,,
Mouse ID,11987,,
Disposition,T1- Nape of neck; ill / lethargic (reason for sac),,
Sex,Male,,
Strain,All Alleles,,
BD,42617,,
Sac Date,42667,,
Age at Sac,50,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42619,,
Virus 1,RCAS HA-Akt1 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1- Nape of neck; ill / lethargic (reason for sac),,
,Skull was intact,,
,Organs looked normal,,
,"T1- 2 cryogenics, 1 cell line",,
