Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42838,,
Mouse ID,14242,,
Disposition,Large tumor on back between shoulder blades. Appeared largely healthy in cage apart from tumor.,,
Sex,Female,,
Strain,All alleles,,
BD,42784,,
Sac Date,42838,,
Age at Sac,54,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42785,,
Virus 1,RCAS HA mYB1 S100D,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42828,,
Dox Tx?,,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd for tumor size-- was filled with blood and fluid.,,
,Nodules on lungs.,,
,Possible blood in brain before incision.,,
,Skull intact,,
,Possible nodule on liver.,,
,"Cell line attempted, 2 tumor chucks cryopreserved.",,
