Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43290,,
Mouse ID,18635,,
Disposition,Sac'd due to tumor ulceration,,
Sex,Female,,
Strain,DCT-TVA,,
BD,43257,,
Sac Date,43290,,
Age at Sac,33,,
RCAS injection?,No,,
Injection route,Right-flank,,
Injection Date,43262,,
Virus 1,2054 PF7 (cell line): 1 x 10^6,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA,,
Tissue collected,"Tumor, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,Sac'd due to tumor ulceration,,
,All organs appeared normal,,
,Skull intact,,
,2 cryogenics for T1,,
