Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42800,,
Mouse ID,13687,,
Disposition,"Rapid breathing, but quick reflexes. Large, ulcerated tumor on top of head, small tumor on right shoulder.",,
Sex,Male,,
Strain,All alleles,,
BD,42741,,
Sac Date,42800,,
Age at Sac,59,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42742,,
Virus 1,RCAS myrFLAG AKT1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42776,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Tumor was ulcerated, but still solid. A secondary tumor was found on the right shoulder and slightly empeded movement of the mouse.",,
,Skull was still in tact.,,
,1 tumor chunk taken for preservation.,,
,No cell line attempted.,,
,"Difficult respiration, but the lungs seemed to have no large metastatic nodes upon visual inspection.",,
