Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43498,,
Mouse ID,19106,,
Disposition,T1 -- R-scapula,,
Disposition,T2 -- R-cheek,,
Disposition,,,
Disposition,,,
Treatment,AKTi + BRAFi + MEKi,,
Sex,Female,,
Strain,All Alleles,,
BD,43395,,
Sac Date,43498,,
Age at Sac,103,,
Injection Date,43395,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1, T2",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1, T2",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,"FFPE for T1, T2",,
,"1 cryo for T1, T2",,
,"1 Cell line attempted for T1, T2",,
,All organs appeared normal,,
