Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42632,,
Mouse ID,11598,,
Disposition,"Lethargic disposition; T1- L side from mid torso up to left eye, causing spine to bulge.",,
Sex,Male,,
Strain,Pten WT,,
BD,42586,,
Sac Date,42634,,
Age at Sac,48,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42586,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42627,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Pten wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor appeared to penetrate ribcage with  nodules appearing in thoracic cavity behind heart and lungs.,,
,Some nodules on lungs.,,
,Cell line attempted,,
