Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42845,,
Mouse ID,14489,,
Disposition,"Tumor on right shoulder and by right ear, starting to ulcerae near ear. Slightly lethargic and slow moving in cage.",,
Sex,Male,,
Strain,BRaf WT,,
BD,42802,,
Sac Date,42845,,
Age at Sac,43,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42803,,
Virus 1,RCAS NRas QR ires Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42842,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Ink/arf f/f; Pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L healthy,,
,Skull intact,,
,2 tumor chunks taken for preservation.,,
,Cell line attempted,,
