Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42885,,
Mouse ID,12357,,
Disposition,"Healthy and active, no tumor. At end point.",,
Sex,Female,,
Strain,Ink WT,,
BD,42645,,
Sac Date,42885,,
Age at Sac,240,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42646,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,none,,
,,,
Formalin fixed?,No,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"No issues with mouse, no tissue preserved.",,
,Sac'd at end point.,,
