Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42954,,
Mouse ID,14494,,
Disposition,normal,,
Sex,female,,
Strain,Nestin-TVA;pten f/f,,
BD,42802,,
Sac Date,42954,,
Age at Sac,152,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42804,,
Virus 1,idhr132h,,
Virus 2,pdgfa,,
Virus 3,cre,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,endpoint,,
,,,
