Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42671,,
Mouse ID,12010,,
Disposition,T1- apex of skull; sac'd due to illness,,
Sex,Female,,
Strain,Braf het,,
BD,42620,,
Sac Date,42671,,
Age at Sac,51,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42621,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1- apex of skull; sac'd due to illness,,
,T1 appeared to invade posterior skull,,
,Organs appeared normal with exception of brain -- compressed anteriorly by T1,,
,"2 crygogenics, 1 cell line attempted",,
