Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42622,,
Mouse ID,11731,,
Disposition,Found dead,,
Sex,Male,,
Strain,All alleles,,
BD,42597,,
Sac Date,42622,,
Age at Sac,25,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42574,,
Virus 1,RCAS myrAkt 2PL/1KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found dead at really young age with no primary tumor,,
,Skull intact,,
,"Lungs were completely covered in white nodules-- almost indistinguishable from them. Heart may have had some on them, but hard to tell.",,
,"Since mouse was found dead, the brain was mushy.",,
