Mouse Necropsy information sheet,...2,...3,...4
Initials,MV,,
Today's Date,43796,,
Mouse ID,21208,,
Disposition,"T1 -- Nape of Neck, T2 left hip",,
Disposition,Found Dead,,
,,,
Disposition,,,
Treatment,,,
Sex,Female,,
Strain,All Alleles x PGC1a,,
BD,43717,,
Sac Date,43796,,
Age at Sac,79,,
Injection Date,43719,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles x PGC1a,,
Tissue collected,"T1, T2",,
Zinc fixed?,No,,
Formalin fixed?,"T1, T2",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None visible,,
Additional comments,Skull intact,,
,"Massive internal bleeding, major tissue damage. Brain and lungs not salvagable.",,
,1 cryogenic vial w/2 tumor sections,,
