Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42954,,
Mouse ID,15653,,
Disposition,Normal disposition; sac'd due to ulcerated tumor. T1 - right elbow scapular regionon; T2- left lower back.,,
Sex,Female,,
Strain,All Alleles,,
BD,42891,,
Sac Date,42954,,
Age at Sac,63,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42893,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42937,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,1 noted,,
Additional comments,Normal disposition; sac'd due to ulcerated tumor. T1 - right elbow scapular regionon; T2- left lower back.,,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,"T1- 1 cryo, 1 cell line; T2- 0 cryo, 1 cell line.",,
