Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43207,,
Mouse ID,14403,,
Disposition,Unable to use back legs normally (moving spastically),,
Sex,M,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42796,,
Sac Date,43207,,
Age at Sac,411,,
RCAS injection?,Yes,,
Injection route,intracrainal,,
Injection Date,42798,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42825,,
Dox Tx?,Yes,,
Duration of Dox Tx,365,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,At time of necropsy this mouse had a visibly domed head.,,
,,,
