Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42695,,
Mouse ID,12761,,
Disposition,Found Dead,,
Sex,Female,,
Strain,DCT-TVA,,
BD,42676,,
Sac Date,42695,,
Age at Sac,19,,
RCAS injection?,Yes,,
Injection route,Subcutaneous flank,,
Injection Date,42677,,
Virus 1,2054,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA,,
Tissue collected,"H&L, Spleen, Kidneys, Liver",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Large tumors on flank,,
,,,
