Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,44210,,
Mouse ID,25362,,
Disposition,T1 -- Upper-mid-back,,
Disposition,Normal behavior,,
Disposition,Reason for sac: tumor size,,
Disposition,,,
Treatment,FAKi (PF-573228),,
Sex,Female,`,
Strain,All Alleles,,
BD,44152,,
Sac Date,44210,,
Age at Sac,58,,
Injection Date,44155,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,All organs appeared normal,,
,T1: Cryogenic (2 samples),,
,T1: Flow cytometry sample,,
,T1: cell line attempted,,
