Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42515,,
Mouse ID,10165,,
Disposition,Breathing very shallow - unable to locate primary tumor,,
Sex,Female,,
Strain,All Alleles,,
BD,42480,,
Sac Date,42515,,
Age at Sac,35,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42480,,
Virus 1,HA-Akt1 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No primary found but many lung nodules,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, liver, spleen, kidneys",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Breathing very shallow - unable to locate primary tumor,,
,Skull intact,,
,Brain was intact,,
,"Numerous lung nodules found on lung tissue, lungs retained with nodules in tact",,
,Two massive lung nodules retained for histology,,
,"No cryogenics, no cell lines attempted",,
,,,
,"NOTE- samples changed from formalin to 100% EtOH @ 24h (lab error), then grossed using 70% EtOH in attempt to rehydrate tissue",,
