Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42829,,
Mouse ID,12840,,
Disposition,normal,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42685,,
Sac Date,42829,,
Age at Sac,144,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42690,,
Virus 1,IDH1WT,,
Virus 2,PDGFA,,
Virus 3,cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42829,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,necrotic tumor tissue under brain,,
,,,
