Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42849,,
Mouse ID,13648,,
Disposition,bulging eye,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/+; Ink4a f/f; Pten f/f,,
BD,42740,,
Sac Date,42846,,
Age at Sac,106,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42742,,
Virus 1,LV:NF1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42849,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/+; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,eye pushed out by tumor,,
,,,
