Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,43181,,
Mouse ID,17934,,
Disposition,"Lethargic; hunched disposition; sac'd due to poor health; T1- L ear, small",,
Sex,Female,,
Strain,All Alleles,,
BD,43142,,
Sac Date,43181,,
Age at Sac,39,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43143,,
Virus 1,RCAS Myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43178,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,"Lethargic; hunched disposition; sac'd due to poor health; T1- L ear, small",,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,No cryos anc 1 cell line attempted,,
