Mouse Necropsy information sheet,...2,...3,...4
Initials,RH,,
Today's Date,43922,,
Mouse ID,21725-01,,
Disposition,,,
Disposition,Sacked for endpoint of experiment,,
Treatment,,,
Sex,Female,,
Strain,Oligo Nation C,,
BD,43771,`,
Sac Date,43922,,
Age at Sac,151,,
Injection Date,43773,,
Virus 1,RCAS Cre + RCAS IDH1R132H-HA,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,N-TVA -;Ink4a/Arf f/f;H11LSL-Cas9 f/f;CIC f/f,,
Tissue collected,Brain,,
Zinc fixed?,No,,
Formalin fixed?,Brain,,
Parafin Block #'s,HCI-19-21725 Br,,
,,,
Slide #'s,1,,
H&E?,Yes,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,,,
Additional comments,Brain appears normal upon necropsy,,
,,,
,,,
