Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42667,,
Mouse ID,11982 (w),,
Disposition,"Hunchback, but still normal activity; tumor span from L-R front legs",,
Sex,Male,,
Strain,All alleles,,
BD,42617,,
Sac Date,42667,,
Age at Sac,50,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42619,,
Virus 1,RCAS HA-Akt 2PL/1KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Hunchback, but still normal activity; tumor span from L-R front legs",,
,Skull was intact,,
,Organs looked normal upon visual inspection,,
,2 crygogenics and 1 cell line attempted,,
