Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42829,,
Mouse ID,14233,,
Disposition,"Active, groomed, but ~5 very large tumors on neck and back of head.  Sac'd due to tumor burden.  Mulitple spherical tumors present.",,
Sex,Female,,
Strain,All alleles,,
BD,42784,,
Sac Date,42829,,
Age at Sac,45,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42785,,
Virus 1,RCAS HA mYB1 S100D,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42817,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"None of the ~5 tumors were ulcerating, all were solid.  Skull was intact.  1 large lung met obvious upon gross inspection (~6mm in diameter).",,
,"Cell line attempted, 2 tumor chucks cryopreserved.",,
