Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42753,,
Mouse ID,13080,,
Disposition,Poor health; T1- between scapulae; T2- neck,,
Sex,Male,,
Strain,All alleles,,
BD,42703,,
Sac Date,42753,,
Age at Sac,50,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42705,,
Virus 1,RCAS HA-Akt2 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Poor health; T1- between scapulae; T2- neck,,
,Skull was soft; Brain had a large mushy mass on the underside,,
,All other organs appeared normal,,
,No cryogenics; 1 cell line per tumor,,
