Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42913,,
Mouse ID,13891,,
Disposition,normal,,
Sex,female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42760,,
Sac Date,42913,,
Age at Sac,153,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42763,,
Virus 1,PDGFA,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,endpoint,,
,,,
