Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42790,,
Mouse ID,12387,,
Disposition,No tumor visible. Fight wounds on rear and at base of tail required it be sac'd.,,
Sex,Male,,
Strain,Ink wt; Pten wt,,
BD,42650,,
Sac Date,42790,,
Age at Sac,140,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42650,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"brain, lungs, heart, liver, kidneys, spleen",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Nodules on lung, skull intact-- otherwise healthy",,
,,,
