Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43166,,
Mouse ID,17734,,
Disposition,Normal disposition; sac'd due to ulcerated tumor. T1 - between scapulae; T2 - base of skull between ears; T3 - L side of face (cheek).,,
Sex,Female,,
Strain,All Alleles,,
BD,43116,,
Sac Date,43166,,
Age at Sac,50,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43117,,
Virus 1,RCAS myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None noted,,
Additional comments,Skull intact -- brain appeared normal,,
,Other organs appeared normal,,
,T1 - 2 cryos and 1 cell line; T2 - 1 cryos and 1 cell line; T3 - no cryos and 1 cell line,,
