Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43460,,
Mouse ID,19134,,
Disposition,Mouse was ill / lethargic,,
Disposition,T1 has vanished during course of treatment and not found via necropsy,,
Treatment,AKTi + BRAFi + MEKi,,
Sex,Male,,
Strain,All Alleles,,
BD,43400,,
Sac Date,43460,,
Age at Sac,60,,
Injection Date,43402,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Developed tumor that vanished during treatment,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
Additional comments,"FFPE for B, L",,
Additional comments,,,
