Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43206,,
Mouse ID,18102,,
Disposition,Loss of motor control,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43160,,
Sac Date,43206,,
Age at Sac,46,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43161,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Treated?,NO,,
Duration of Dox,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,"Brain, failed cardiac puncture",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Treated with TMZ 3 hours prior to sac. Angiogenesis in brain.,,
,,,
