Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42789,,
Mouse ID,12252,,
Disposition,Experimental endpoint,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42637,,
Sac Date,42789,,
Age at Sac,152,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42639,,
Virus 1,IDHR132H,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,endpoint,,
,,,
