Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42787,,
Mouse ID,13809,,
Disposition,"hunched, lethargic",,
Sex,male,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42752,,
Sac Date,42787,,
Age at Sac,35,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42754,,
Virus 1,PDGFA,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42787,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"enlarged brain, domed head",,
,,,
