Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43158,,
Mouse ID,17509,,
Disposition,Poor health,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43085,,
Sac Date,43158,,
Age at Sac,73,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43088,,
Virus1,IDH1R132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,T+O,,
Duration of Dox Tx,21 days,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Dosed with T+O 3 hours prior to sac,,
,,,
