Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42858,,
Mouse ID,13842,,
Disposition,normal,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42756,,
Sac Date,42857,,
Age at Sac,101,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42758,,
Virus 1,LV:NF1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42843,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,tumor on left eye and cheek,,
,,,
