Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42838,,
Mouse ID,14384,,
Disposition,Normal disposition; sac'd due to ulcerated tumor; T1--located between scapulas,,
Sex,Male,,
Strain,All Alleles,,
BD,42795,,
Sac Date,42838,,
Age at Sac,43,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42796,,
Virus 1,HA-Akt1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition; sac'd due to ulcerated tumor; T1--located between scapulas,,
,Nodules appeared on lungs - retained with lungs.,,
,Brain and skull in tact.,,
,All other organs appeared normal.,,
,2 cryogenics and 1 cell line attempted per tumor.,,
