Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43154,,
Mouse ID,17798,,
Disposition,Poor health,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43125,,
Sac Date,43154,,
Age at Sac,29,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43127,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43137,,
Dox Tx?,NA,,
Duration of Dox Tx,No,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,"Brain,blood",,
Zinc fixed?,No,,
Formalin fixed?,24 Hrs,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,,,
Additional comments,Hydrocephalitic. Necrotic frontal cortex.,,
