Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43474,,
Mouse ID,19277,,
Disposition,No detectable tumor at time of necropsy although was treated for T1,,
Disposition,Found dead,,
Disposition,,,
Disposition,,,
Treatment,AKTi + BRAFi + MEKi,,
Sex,Male,,
Strain,All Alleles,,
BD,43430,,
Sac Date,43474,,
Age at Sac,44,,
Injection Date,43430,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Not at time of necropsy but originally developed T1,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,Brain lungs,,
Zinc fixed?,No,,
Formalin fixed?,Brain lungs,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Difficult to determine -- substantial necrosis,,
Additional comments,Skull intact but brain was mush,,
,"FFPE for brain, lungs",,
,All organs suffered necrosis,,
