Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43439,,
Mouse ID,19015,,
Disposition,T1 -- Appeared 1st @ nape of neck developed and vanished over course of treatment (Nothing visible @ necropsy),,
Disposition,T2 -- Appeared 2nd @ midline of back on lower 1/2 of torso and did not appear to respond well to therapy,,
Disposition,Sac'd due to illness,,
Disposition,,,
Treatment,FAKi + BRAFi + MEKi,,
Sex,Female,,
Strain,All Alleles,,
BD,43362,,
Sac Date,43439,,
Age at Sac,77,,
Injection Date,43367,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumors, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,,,
Additional comments,Skull was intact,,
,All organs appeared normal,,
,FFPE for T1,,
,2 cryos for T1,,
,Cell lines attempted for T1,,
