Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42520,,
Mouse ID,10224,,
Disposition,"T1- nape of neck; behavior- slow/lethargic, paralyzed rear legs (reason for sac)",,
Sex,Female,,
Strain,All Alleles,,
BD,42484,,
Sac Date,42520,,
Age at Sac,36,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42485,,
Virus 1,HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, liver, spleen, kidneys, tumor, Lmet",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1- nape of neck; behavior- slow/lethargic, paralyzed rear legs (reason for sac)",,
,Skull intact,,
,Organs appeared normal except lungs- 1 enormous tumor (pic) & several small nodules,,
,"T1- 3 cryogenics & 1 cell line, Lmet- 1 cryogenic & 1 cell line",,
,,,
,"NOTE- samples changed from formalin to 100% EtOH @ 24h (lab error), then grossed using 70% EtOH in attempt to rehydrate tissue",,
