Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,43217,,
Mouse ID,17998,,
Disposition,Paralyzed back legs,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43152,,
Sac Date,43217,,
Age at Sac,65,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43154,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,43167,,
Dox Tx?,Vehicle,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,"Brain, blood",,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,Hydrocephalus. Dosed with vehicle 3 hours prior to sac.,,
