Mouse Necropsy information sheet,...2,...3,...4
Initials,KB,,
Today's Date,42785,,
Mouse ID,13858,,
Disposition,normal,,
Sex,F,,
Strain,N-TVA; pten f/f,,
BD,42757,,
Sac Date,42781,,
Age at Sac,24,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42759,,
Virus 1,RCAS Cre,,
Virus 2,RCAS HBEGF,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42776,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,N-TVA; Pten f/f,,
Tissue collected,brain,,
4% PFA transcardial perfusion,yes,,
Formalin fixed?,,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
