Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42919,,
Mouse ID,12382,,
Disposition,"Large tumor on top of head, appeared very slightly lethargic in cage (reason for vet ordering it to be brought up).",,
Sex,Male,,
Strain,Ink WT,,
BD,42649,,
Sac Date,42919,,
Age at Sac,270,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43014,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42891,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L appeared healthy,,
,"Difficult to determine where tumor ended and skull began. From the feel of cutting it, it appeared to be largely intact with possible softness on left side.",,
,Tumor was very white and easy to pull chunks off of it.,,
,2 cryovials frozen and cell line attempted,,
