Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42789,,
Mouse ID,13450,,
Disposition,"hunched, domed head",,
Sex,female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42728,,
Sac Date,42789,,
Age at Sac,61,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42729,,
Virus 1,LV:NF1,,
Virus 2,RCAS-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42744,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hydrocephaly,,
,,,
