Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42517,,
Mouse ID,10180,,
Disposition,Normal behavior; tumor located on top of head.,,
Sex,Female,,
Strain,All Alleles,,
BD,42481,,
Sac Date,42517,,
Age at Sac,36,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42480,,
Virus 1,HA-Akt1 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42510,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, liver, spleen, kidneys",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal behavior; tumor located on top of head.,,
,Skull intact,,
,Brain was intact,,
,Other organs appeared normal,,
,Three cryogenics attempted; 1 cell line attempted,,
,,,
,"NOTE- samples changed from formalin to 100% EtOH @ 24h (lab error), then grossed using 70% EtOH in attempt to rehydrate tissue",,
