Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42675,,
Mouse ID,11782,,
Disposition,"Slightly lethargic disposition, tumor on right side of neck-- not touching skull though.",,
Sex,Male,,
Strain,Pten WT,,
BD,42601,,
Sac Date,42675,,
Age at Sac,74,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42601,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42628,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Pten wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Had popcorn lung phenotype-- lots of lung nodules. Some samples taken for testing against p27.,,
,Skull intact,,
,"Cell line attempted, 2 cryovials frozen",,
