Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43483,,
Mouse ID,19283,,
Disposition,T1 -- Left scapula,,
Disposition,T2 -- Nape of neck,,
,T3 -- Right scapula,,
Disposition,Sac'd due to tumor size,,
Treatment,Vehicle control,,
Sex,Male,,
Strain,All Alleles,,
BD,43430,,
Sac Date,43483,,
Age at Sac,53,,
Injection Date,43432,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1, T2, T3",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1, T2, T3",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None detectable,,
Additional comments,Skull intact,,
,"FFPE for brain, lungs, T1, T2, T3",,
,All organs appeared normal,,
,1 Cryo per tumor,,
,"1 cell line attempted per tumor (T1, T2, T3)",,
