Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43101,,
Mouse ID,17336,,
Disposition,paralyzed rear legs,,
Sex,Female,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,43065,,
Sac Date,43101,,
Age at Sac,36,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43066,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf het; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Hydrocephaly, external tumor developed on top of the skull, which was fixed in formalin as well. The animal was sac'd three hours after MEK dosing.",,
,,,
