Mouse Necropsy information sheet,...2,...3,...4
Initials,BP,,
Today's Date,42692,,
Mouse ID,12476,,
Disposition,found dead,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42659,,
Sac Date,42689,,
Age at Sac,30,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42660,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes( domed head),,
Date Tumor reported,42678,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Hydrocephalus. Mushy brian tissue.,,
,,,
